95.2,0.52,0.054955,0.075031,0.20298,0.25067,0.40408,0.44426,0.48959
95.4,0.52,0.054968,0.075047,0.20302,0.25072,0.40433,0.44449,0.4897
95.6,0.52,0.05498,0.075063,0.20305,0.25077,0.40459,0.44471,0.48982
95.8,0.52,0.054993,0.075079,0.20309,0.25082,0.40485,0.44495,0.48993
96,0.52,0.055006,0.075095,0.20313,0.25088,0.40511,0.44518,0.49005
96.2,0.52,0.055019,0.075112,0.20317,0.25093,0.40537,0.44541,0.49016
96.4,0.52,0.055032,0.075129,0.20321,0.25098,0.40564,0.44565,0.49028
96.6,0.52,0.055046,0.075146,0.20325,0.25104,0.40591,0.44589,0.49039
96.8,0.52,0.05506,0.075164,0.20329,0.25109,0.40618,0.44613,0.49051
97,0.52,0.055074,0.075182,0.20333,0.25115,0.40645,0.44637,0.49063
97.2,0.52,0.055088,0.0752,0.20337,0.25121,0.40673,0.44662,0.49075
97.4,0.52,0.055102,0.075218,0.20341,0.25127,0.40701,0.44686,0.49087
97.6,0.52,0.055117,0.075237,0.20346,0.25132,0.40729,0.44711,0.49099
97.8,0.52,0.055132,0.075256,0.2035,0.25138,0.40757,0.44736,0.49111
98,0.52,0.055147,0.075275,0.20354,0.25144,0.40786,0.44762,0.49123
98.2,0.52,0.055163,0.075295,0.20359,0.25151,0.40815,0.44787,0.49135
98.4,0.52,0.055178,0.075315,0.20363,0.25157,0.40845,0.44813,0.49148
98.6,0.52,0.055194,0.075335,0.20368,0.25163,0.40875,0.44839,0.4916
